RESTAURANT_ID,RESTAURANT_CUISINE,SHOW_RATE_US,RATING,RESTAURANT_LAT,RESTAURANT_LNG,RESTAURANT_CUSTOMER_DISTANCE,RESTAURANT_AREA_NAME,RESTAURANT_NAME,RESTAURANT_ADDRESS,RESTAURANT_CITY_NAME,STATE
190153,"[""North Indian"",""South Indian""]",TRUE,5,16.50322200000000000000,80.65837200000000000000,1,Benz Circle,The Metropolitan Hotel,opp: stella college ring road 59-14-10-3 vijayawada Andhra pradesh,Vijayawada,Andhra Pradesh
181650,[""North Indian""],TRUE,0,22.95871400000000000000,76.04263400000000000000,3,Dewas City,Dal Chini,"AB Road , Dewas",Dewas,Madhya Pradesh
81908,"[""Italian"",""Beverages"",""Snacks"",""Desserts""]",TRUE,0,25.29314400000000000000,82.99770600000000000000,5,Bhelupur,The London Shakes,"Gurudham Chauraha, Gurudham colony, Lane No.5, Near Bank of Baroda, landmark Varanasi Hospital",Varanasi,Uttar Pradesh
385250,"[""Desserts"",""Snacks""]",TRUE,0,25.33923400000000000000,82.98750300000000000000,5,Nadesar,The Cake On The Wheels,"19/140 jadid bajar pwd office Nadesher varansi,221002",Varanasi,Uttar Pradesh
117280,"[""Bakery"",""Pizzas"",""Continental"",""Desserts""]",TRUE,0,25.30522470000000000000,82.99561810000000000000,2,Bhelupur,Petal Of Love And Cake,"B 21/62 Opposite Petrol Pump, Kamachha, Godaulia, Varanasi",Varanasi,Uttar Pradesh
81316,[""Fast Food""],TRUE,0,25.29616030000000000000,83.00000079999995000000,4,Bhelupur,Nonsense Fast Food,"Opposite Central Bank of India, Chetmani Chauraha, Bhelupur, Varanasi",Varanasi,Uttar Pradesh
228736,"[""Fast Food"",""Snacks""]",TRUE,4,29.92484600000000000000,78.11393800000000000000,9,Jwalapur,Chaap Junction- A Unit Of Guru Nanak Foods,"Truck Union, Railway Rd, Jwalapur",Haridwar,Uttarakhand
261103,"[""Chinese"",""Indian""]",TRUE,0,30.64228100000000000000,76.82426500000000000000,5,Lajpat Nagar,LOVELY DHABA,"SCO NO.12,NEAR MARYLAND HOTEL,GAZIPUR ROAD,ZIRAKPUR,LAJPAT NAGAR,MOHALI,PUNJAB, AJITGARH, MOHALI , PUNJAB, - 140603",Chandigarh,Haryana
238179,"[""Bakery"",""Desserts"",""Beverages""]",TRUE,5,30.70773700000000000000,76.83788700000000000000,5,Sector 7,Sweet Truth - Cake and Desserts,"SCO 866 NAC Chandigarh Opp MDC Panchkula , Manimazra Chandigarh , 160101",Chandigarh,Haryana
40757,"[""North Indian"",""Chinese"",""Continental"",""Sweets""]",TRUE,0,30.71376700000000000000,76.84351100000003000000,3,Panchkula,New Panna Sweets,"SCF 218, Near Fun Republic Cinema, Manimajra, Chandigarh",Chandigarh,Haryana
123397,"[""North Indian"",""Fast Food"",""Thalis"",""Combo"",""Indian"",""Punjabi""]",TRUE,0,30.71984400000000000000,76.83157500000000000000,7,Manimajra,The Royal King,"Shop No 2212/02, Pipliwala town, Manimajra, Chandigarh",Chandigarh,Haryana
123397,"[""North Indian"",""Fast Food"",""Thalis"",""Combo"",""Indian"",""Punjabi""]",TRUE,4,30.71984400000000000000,76.83157500000000000000,7,Manimajra,The Royal King,"Shop No 2212/02, Pipliwala town, Manimajra, Chandigarh",Chandigarh,Haryana
123397,"[""North Indian"",""Fast Food"",""Thalis"",""Combo"",""Indian"",""Punjabi""]",FALSE,,30.71984400000000000000,76.83157500000000000000,7,Manimajra,The Royal King,"Shop No 2212/02, Pipliwala town, Manimajra, Chandigarh",Chandigarh,Haryana
123397,"[""North Indian"",""Fast Food"",""Thalis"",""Combo"",""Indian"",""Punjabi""]",FALSE,,30.71984400000000000000,76.83157500000000000000,7,Manimajra,The Royal King,"Shop No 2212/02, Pipliwala town, Manimajra, Chandigarh",Chandigarh,Haryana
323423,"[""Fast Food"",""North Indian""]",TRUE,0,30.67341900000000000000,76.82492000000002000000,1,Tribune Colony,Fast Food Point,"Shop 2, Saini Vihar Phase 2, Tribune Colony Road, Baltana, Sector 19, Panchkula",Chandigarh,Haryana
123397,"[""North Indian"",""Fast Food"",""Thalis"",""Combo"",""Indian"",""Punjabi""]",TRUE,0,30.71984400000000000000,76.83157500000000000000,6,Manimajra,The Royal King,"Shop No 2212/02, Pipliwala town, Manimajra, Chandigarh",Chandigarh,Haryana
123397,"[""North Indian"",""Fast Food"",""Thalis"",""Combo"",""Indian"",""Punjabi""]",TRUE,5,30.71984400000000000000,76.83157500000000000000,6,Manimajra,The Royal King,"Shop No 2212/02, Pipliwala town, Manimajra, Chandigarh",Chandigarh,Haryana
64345,"[""Italian"",""Fast Food"",""Beverages""]",TRUE,4,30.64344900000000000000,76.81898200000000000000,5,Lohgarh,Slice of Heaven,"Opp. Sarv Mangal Society, Lohgarh Rd, Zirakpur, Punjab 140603",Chandigarh,Haryana
323423,"[""Fast Food"",""North Indian""]",TRUE,3,30.67341900000000000000,76.82492000000002000000,1,Tribune Colony,Fast Food Point,"Shop 2, Saini Vihar Phase 2, Tribune Colony Road, Baltana, Sector 19, Panchkula",Chandigarh,Haryana
323423,"[""Fast Food"",""North Indian""]",TRUE,4,30.67341900000000000000,76.82492000000002000000,1,Tribune Colony,Fast Food Point,"Shop 2, Saini Vihar Phase 2, Tribune Colony Road, Baltana, Sector 19, Panchkula",Chandigarh,Haryana
64345,"[""Italian"",""Fast Food"",""Beverages""]",TRUE,5,30.64344900000000000000,76.81898200000000000000,5,Lohgarh,Slice of Heaven,"Opp. Sarv Mangal Society, Lohgarh Rd, Zirakpur, Punjab 140603",Chandigarh,Haryana
136632,"[""Fast Food"",""Pizzas"",""Desserts"",""Beverages"",""Combo"",""American""]",TRUE,0,30.72786300000000000000,76.79335800000001000000,9,Sector 19,Dominic Pizza( Sector 19),"Booth No 50, Sector 19 c, Chandigarh",Chandigarh,Haryana
136632,"[""Fast Food"",""Pizzas"",""Desserts"",""Beverages"",""Combo"",""American""]",TRUE,0,30.72786300000000000000,76.79335800000001000000,8,Sector 19,Dominic Pizza( Sector 19),"Booth No 50, Sector 19 c, Chandigarh",Chandigarh,Haryana
64345,"[""Italian"",""Fast Food"",""Beverages""]",TRUE,0,30.64344900000000000000,76.81898200000000000000,5,Lohgarh,Slice of Heaven,"Opp. Sarv Mangal Society, Lohgarh Rd, Zirakpur, Punjab 140603",Chandigarh,Haryana
64927,"[""North Indian"",""Continental"",""Italian"",""Biryani"",""Combo"",""Chinese"",""Healthy Food""]",TRUE,0,30.70284510000000000000,76.79696680000006000000,8,South Chd ,Home Diners,"182/72, Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Haryana
115163,[""North Indian""],TRUE,0,30.71712000000000000000,76.81678699999998000000,5,South Chd,Pakizah Dhaba,"388, Phase 2, BDC, Sector 26, Chandigarh",Chandigarh,Haryana
54533,"[""Fast Food"",""Beverages""]",FALSE,0,30.71945800000000000000,76.82791299999997000000,4,Panchkula,Daana Pani,"Shop No. 2366/2, Mariwala Town, Manimajra, Chandigarh",Chandigarh,Haryana
61560,"[""North Indian"",""Thalis"",""Rajasthani"",""Fast Food"",""Snacks"",""Combo"",""Sweets"",""Indian""]",TRUE,0,26.85310700000000000000,75.79486999999995000000,3,Durgapura,Bombay Mishthan Bhandar (BMB) - Durapura,"12, 12A Jai Jawan Colony, Near Durgapura, Tonk Road, Jaipur",Jaipur,Rajasthan
61560,"[""North Indian"",""Thalis"",""Rajasthani"",""Fast Food"",""Snacks"",""Combo"",""Sweets"",""Indian""]",TRUE,0,26.85310700000000000000,75.79486999999995000000,3,Malviya Nagar,Bombay Mishthan Bhandar (BMB) - Durapura,"12, 12A Jai Jawan Colony, Near Durgapura, Tonk Road, Jaipur",Jaipur,Rajasthan
61560,"[""North Indian"",""Thalis"",""Rajasthani"",""Fast Food"",""Snacks"",""Combo"",""Sweets"",""Indian""]",TRUE,0,26.85310700000000000000,75.79486999999995000000,2,Malviya Nagar,Bombay Mishthan Bhandar (BMB) - Durapura,"12, 12A Jai Jawan Colony, Near Durgapura, Tonk Road, Jaipur",Jaipur,Rajasthan
44508,"[""North Indian"",""Desserts"",""Beverages""]",TRUE,0,26.86467918902785700000,75.79641446471214000000,3,Malviya Nagar,Kanha,"J-6, Himmat Nagar, Gopalpura By-pass, Tonk Road, Jaipur, Rajasthan 302015",Jaipur,Rajasthan
46090,"[""North Indian"",""Sweets"",""Snacks"",""South Indian""]",FALSE,,26.88646200000000000000,75.79581099999996000000,6,Lal Kothi,DMB(Doodh Misthan Bhandar)- Lal Kothi,"B-73A, Laxmi Mandir Cinema Road, Near Hero Honda Showroom, Sahakar Marg, Lal Kothi Scheme, Lalkothi, Jaipur, Rajasthan 302015, India",Jaipur,Rajasthan
61560,"[""Sweets"",""Snacks"",""Bakery""]",FALSE,0,26.85310700000000000000,75.79487000000000000000,2,Malviya Nagar,Bombay Mishthan Bhandar (BMB) - Durapura,"12, 12A Jai Jawan Colony, Near Durgapura, Tonk Road, Jaipur",Jaipur,Rajasthan
61560,"[""Sweets"",""Snacks"",""Bakery"",""Pizzas"",""Chaat"",""Fast Food"",""Chinese""]",TRUE,0,26.85310700000000000000,75.79486999999995000000,2,Malviya Nagar,Bombay Mishthan Bhandar (BMB) - Durapura,"12, 12A Jai Jawan Colony, Near Durgapura, Tonk Road, Jaipur",Jaipur,Rajasthan
32037,"[""Tandoor"",""Biryani"",""Continental"",""Fast Food"",""North Indian"",""Desserts""]",FALSE,0,22.62536520000000000000,88.44290140000000000000,1,Newtown,The bahamas love cafe & restaurant,"METRO PLAZA,Rajarhat Main Rd, Chinar Park, Dash Drone, Atghara, Newtown, Kolkata",Kolkata,West Bengal
25574,"[""Indian"",""Chinese""]",FALSE,,22.62488460000000000000,88.43951429999993000000,2,Chinar Park,Food is Love Kitchen,"Club Tower Enclave,Block A,Chinar Park,Kolkata 700136",Kolkata,West Bengal
8202,"[""North Indian"",""Chinese"",""Tandoor"",""Kebabs"",""Combo"",""Salads""]",FALSE,0,22.63512710000000000000,88.46047220000000000000,2,Gopalpur I,Tandoori Chinese,"Natunpara, Bablatala, Gopalpur I, Kolkata, West Bengal 700136",Kolkata,West Bengal
23231,"[""Indian"",""Chinese""]",FALSE,0,22.63218000000000000000,88.44977400000000000000,3,Chinar Park,Singh Flavours,"Bablatala, Salua, Kolkata, West Bengal 700052",Kolkata,West Bengal
26186,[""Fast Food""],FALSE,0,22.61917840000000000000,88.43224669999995000000,3,Kaikhali,Sharma Snacks,Debanjali Apartment. Shop No-1/2 VIP Road. Raghunatpur. kolkata-700059. near baguhati Big Bazar.,Kolkata,West Bengal
277704,"[""Sweets"",""Indian""]",TRUE,0,28.39520700000000000000,77.32406200000000000000,4,Sector 15_FBD,Haldiram's (Sec-15),"SCF-33 SECTOR 15 MARKET, FARIDABAD, 121007",Faridabad,Haryana
277704,"[""Sweets"",""Indian""]",TRUE,0,28.39520700000000000000,77.32406200000000000000,4,Sector 15_FBD,Haldiram's (Sec-15),"SCF-33 SECTOR 15 MARKET, FARIDABAD, 121007",Faridabad,Haryana
142160,"[""Sweets"",""South Indian"",""Street Food"",""Fast Food"",""Desserts"",""North Indian""]",TRUE,0,28.38367921210000000000,77.31436539440006000000,5,Sector 12,Haldirams,"Ground Floor, Parsavnath City Mall, Sector 12, Faridabad",Faridabad,Haryana
142160,"[""North Indian"",""South Indian"",""Street Food"",""Fast Food"",""Desserts"",""Sweets""]",TRUE,0,28.38367921210000000000,77.31436539440006000000,4,Sector 15_FBD,Haldirams,"Ground Floor, Parsavnath City Mall, Sector 12, Faridabad",Faridabad,Haryana
142160,"[""North Indian"",""South Indian"",""Street Food"",""Fast Food"",""Desserts"",""Sweets""]",TRUE,0,28.38367921210000000000,77.31436539440006000000,4,Sector 15_FBD,Haldirams,"Ground Floor, Parsavnath City Mall, Sector 12, Faridabad",Faridabad,Haryana
54696,"[""North Indian"",""Snacks"",""Chaat""]",TRUE,0,28.40761200000000000000,77.31017500000007000000,9,NIT_FBD,Bikanervala,"EF-3 Mall, Sector 20A,NH-2",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts""]",FALSE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts""]",FALSE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
64361,"[""Italian"",""Fast Food"",""Snacks""]",TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 10 Hbc,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
64361,"[""Italian"",""Fast Food"",""Snacks""]",TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 10 Hbc,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts"",""Sweets""]",TRUE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 10 Hbc,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
328394,[""Ice Cream""],TRUE,0,28.37695300000000000000,77.32566400000000000000,3,Sector 11,Kwality Walls Frozen Dessert and Ice Cream Shop,"Akash Trading, H.No 132, Sector, 11C, Faridabad Haryana , Fatehabad ,121006",Faridabad,Haryana
328394,[""Ice Cream""],TRUE,0,28.37655800000000000000,77.32240300000000000000,3,Sector 11,Kwality Walls Frozen Dessert and Ice Cream Shop,"Akash Trading, H.No 132, Sector, 11C, Faridabad Haryana , Fatehabad ,121006",Faridabad,Haryana
328394,[""Ice Cream""],TRUE,0,28.37655800000000000000,77.32240300000000000000,3,Sector 11,Kwality Walls Frozen Dessert and Ice Cream Shop,"Akash Trading, H.No 132, Sector, 11C, Faridabad Haryana , Fatehabad ,121006",Faridabad,Haryana
333364,"[""North Indian"",""Punjabi"",""Tandoor"",""Chinese""]",TRUE,0,28.38695700000000000000,77.35269200000000000000,4,Sector 15_FBD,Desian: Proudly Vegetarian,"Basement/GF, 27 IN OMAXE WORLD STREET, sector 79",Faridabad,Haryana
22487,"[""Sweets"",""North Indian"",""Fast Food"",""South Indian"",""Chinese"",""Snacks"",""Desserts"",""Bakery""]",TRUE,0,28.41204790000000000000,77.31943640000000000000,7,Sector 15_FBD,Om Sweets & Snacks (Sector 16),"SCO 93-94, Behind Shubham Plaza, Sector 16, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts"",""Sweets""]",TRUE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts"",""Sweets""]",TRUE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts"",""Sweets""]",TRUE,1,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts"",""Sweets""]",TRUE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,2,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,2,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts""]",TRUE,0,28.36933900000000000000,77.32856300000003000000,2,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,2,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,2,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
64361,[""Italian""],TRUE,0,28.36928100000000000000,77.32787099999996000000,1,Sector 15_FBD,Star Crust,"Shop 2597, Sector 7A, Sector 7, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 15_FBD,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian"",""Sweets""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 15_FBD,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian"",""Sweets""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 11,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian"",""Sweets""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 11,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian"",""Sweets""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 11,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian"",""Sweets""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 15_FBD,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian""]",TRUE,4,28.37274200000000000000,77.31835200000000000000,3,Sector 15_FBD,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 15_FBD,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
29690,"[""Indian"",""South Indian"",""North Indian""]",TRUE,0,28.37274200000000000000,77.31835200000000000000,3,Sector 15_FBD,Milan Sweet House,"SCF 1 & 2, Sector 11, Faridabad",Faridabad,Haryana
60149,"[""South Indian"",""Chinese"",""Desserts""]",FALSE,0,28.36933900000000000000,77.32856300000003000000,1,Sector 15_FBD,Milan Sweet House,"Shop 64-65, Sector 10, Faridabad",Faridabad,Haryana
16543,"[""South Indian"",""North Indian"",""Sweets"",""Chinese""]",FALSE,,13.08542900000000000000,80.25375299999996000000,3,Purasawalkam,A2B Veg,"50, 51 & 52, Purasai High Road, Purasavakkam, Chennai",Chennai,Tamil Nadu
119312,"[""South Indian"",""Indian"",""Fast Food"",""Chinese"",""Biryani""]",TRUE,0,12.82048320770263700000,80.04229736328125000000,1,,Spice Magic,"Bajanai Kovil St, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",Chennai,Tamil Nadu
23530,"[""North Indian"",""Chinese"",""Biryani"",""Arabian"",""Fast Food"",""Tandoor""]",TRUE,2,12.88797150000000000000,80.22739509999997000000,4,OMR Navalur,Mabrook Restaurant,"170, Nagar Infosys, Odai, OMR, Sholinganallur, Chennai",Chennai,Tamil Nadu
76818,[""North Indian""],FALSE,0,12.82944000000000000000,80.04507999999998000000,2,Urapakkam,Lunchbox,"No.19, 1st Floor, Shamundiswari Nagar, GST Road, Thailavaram, Potheri, Chennai - 603203",Chennai,Tamil Nadu
91346,"[""Beverages"",""Desserts""]",FALSE,0,12.82687600000000000000,80.04213700000003000000,2,Urapakkam,The ThickShake Factory,"Building Premises at Survey Number 61/1A, Potheri Village, Chengalpattu taluk, Kanchipuram District, Chennai",Chennai,Tamil Nadu
44892,[""Pizzas""],FALSE,0,12.83297200000000000000,80.04757100000006000000,100,Urapakkam,Domino's Pizza,"Door No. 2, First Floor, Above A2B, G S T Road, Kanchipuram",Chennai,Tamil Nadu
209245,"[""Fast Food"",""Italian"",""American""]",TRUE,0,27.49885330000000000000,77.68524330000000000000,3,Shankar_Vihar,Cyber cafe restaurant,"Shankar Foods, Tilak Dwar, Mathura, Uttar Pradesh, India",Mathura,Uttar Pradesh
112423,[""North Indian""],TRUE,0,27.49865700000000000000,77.68513899999994000000,4,Dampier_Nagar,Shankar Foods,"Tilak Dwar, Mathura, Uttar Pradesh 281001",Mathura,Uttar Pradesh
112423,[""North Indian""],TRUE,0,27.49865700000000000000,77.68513899999994000000,4,Dampier Nagar,Shankar Foods,"Tilak Dwar, Mathura, Uttar Pradesh 281001",Mathura,Uttar Pradesh
112423,[""North Indian""],TRUE,0,27.49865700000000000000,77.68513899999994000000,4,Dampier Nagar,Shankar Foods,"Tilak Dwar, Mathura, Uttar Pradesh 281001",Mathura,Uttar Pradesh
112423,[""North Indian""],TRUE,0,27.49865700000000000000,77.68513899999994000000,4,Dampier Nagar,Shankar Foods,"Tilak Dwar, Mathura, Uttar Pradesh 281001",Mathura,Uttar Pradesh
112708,[""South Indian""],TRUE,0,27.50928800000000000000,77.67170399999998000000,5,Shankar Vihar,Dosa Plaza,"opposite roopam cinema , vrindavan road , mathura",Mathura,Uttar Pradesh
112708,[""South Indian""],TRUE,0,27.50928800000000000000,77.67170399999998000000,5,Shankar Vihar,Dosa Plaza,"opposite roopam cinema , vrindavan road , mathura",Mathura,Uttar Pradesh
112708,[""South Indian""],FALSE,,27.50928800000000000000,77.67170399999998000000,5,Shankar Vihar,Dosa Plaza,"opposite roopam cinema , vrindavan road , mathura",Mathura,Uttar Pradesh
104530,"[""Bakery"",""Desserts""]",TRUE,0,17.46023810000000000000,78.38353870000000000000,5,Madhapur,Bakingo,"Flat No. 301 Third Floor Siri Gayathri Home Plot No.10 Survey Number 41/11, Khanamet Madhapur, KPHB Hitech City Road Hyderabad District Ranga Reddy Telangana 500081 Near Kings Drive-In and Smile Denta",Hyderabad,Telangana
1853,"[""Ice Cream"",""Desserts"",""Beverages""]",TRUE,5,17.49753843213436000000,78.40837447994630000000,4,Kukatpally,Cream Stone,"Pipe Line Road, Vijaya Nagar Colony, Kukatpally, Hyderabad, Telangana 500072",Hyderabad,Telangana
23696,"[""American"",""Fast Food""]",TRUE,5,17.49293090000000000000,78.40433000000000000000,3,Kukatpally,McDonald's,"Plot #. 17-20, Survey 166/P, Kukatpally village, Balanagar Mandal, R.R. District,Hyd-500072",Hyderabad,Telangana
105465,[""South Indian""],TRUE,0,28.38074670000000000000,76.96445760000000000000,6,Sector 78,Shree Narayana Bhawan,Shree Narayana Bhawan  Sec 78 Near khao Ji Foods Rampura  Gurugram,Gurgaon,Haryana
321615,"[""Ice Cream"",""Desserts""]",TRUE,0,28.43373300000000000000,77.03270100000000000000,9,Sector 33,Kwality Walls,"R/O Islampur, Gurgoan Haryana , District - Gurgaon, STATE - Haryana",Gurgaon,Haryana
369924,"[""Bakery"",""Desserts"",""Beverages"",""Fast Food"",""Snacks""]",TRUE,0,28.40337570000000000000,76.94556260000000000000,4,Sector 86,Bakingo,"Manoj Kumar VPO BADHA Sikanderpur Tehsil Manesar , Gurugram, Haryana       122004",Gurgaon,Haryana
31097,[""South Indian""],TRUE,0,28.42577140000000000000,77.05677320000000000000,10,Sector 50,Southern Junction,"G-54, Ground floor, Baani Square, Sector 50",Gurgaon,Haryana
310295,[""North Indian""],TRUE,0,28.41125400000000000000,77.04154520000000000000,9,Sector 72,Batra's Punjabi Dhaba,"Shop No.2, C.D Tower, Fazilpur More, Opp. Omaxe City Center",Gurgaon,Haryana
308316,"[""Fast Food"",""Beverages""]",TRUE,0,28.47319800000000000000,77.02483000000000000000,9,Sector 6,Chinese hut,"156/2, Bheem chawk , Near shiv vaka New railway road, Gurgaon, Gurgaon (Haryana), - 122001",Gurgaon,Haryana
181988,[""Pizzas""],TRUE,0,28.43991600000000000000,77.00711300000000000000,4,Sector 37,Ovenstory Pizza,"SCO 26, Near OM Sweets, Sector 10A, Gurgaon 122018",Gurgaon,Haryana
310295,[""North Indian""],TRUE,0,28.41125400000000000000,77.04154520000000000000,9,Sector 72,Batra's Punjabi Dhaba,"Shop No.2, C.D Tower, Fazilpur More, Opp. Omaxe City Center",Gurgaon,Haryana
181988,[""Pizzas""],TRUE,0,28.43991600000000000000,77.00711300000000000000,4,Sector 37,Ovenstory Pizza,"SCO 26, Near OM Sweets, Sector 10A, Gurgaon 122018",Gurgaon,Haryana
310295,[""North Indian""],TRUE,0,28.41125400000000000000,77.04154520000000000000,9,Sector 72,Batra's Punjabi Dhaba,"Shop No.2, C.D Tower, Fazilpur More, Opp. Omaxe City Center",Gurgaon,Haryana
321615,"[""Ice Cream"",""Desserts""]",TRUE,0,28.43373300000000000000,77.03270100000000000000,8,Sector 33,Kwality Walls,"R/O Islampur, Gurgoan Haryana , District - Gurgaon, STATE - Haryana",Gurgaon,Haryana
235342,[""North Indian""],TRUE,0,28.41107000000000000000,77.04148100000000000000,10,Sohna road,Thali Meals And More,"Shop No 1, 2nd Floor, Sec 48, Scottish Mall, Sohna Road, Gurgaon",Gurgaon,Haryana
321615,"[""Ice Cream"",""Desserts""]",TRUE,0,28.43373300000000000000,77.03270100000000000000,8,Sector 33,Kwality Walls,"R/O Islampur, Gurgoan Haryana , District - Gurgaon, STATE - Haryana",Gurgaon,Haryana
321615,"[""Ice Cream"",""Desserts""]",TRUE,0,28.43373300000000000000,77.03270100000000000000,8,Sector 33,Kwality Walls,"R/O Islampur, Gurgoan Haryana , District - Gurgaon, STATE - Haryana",Gurgaon,Haryana
152590,[""Bakery""],TRUE,0,28.42151480000000000000,77.03840280000000000000,8,Sector 48,Cake Plaza,Shona Road Gurgaon Sector 48 122001,Gurgaon,Haryana
321615,"[""Ice Cream"",""Desserts""]",TRUE,0,28.43373300000000000000,77.03270100000000000000,8,Sector 33,Kwality Walls,"R/O Islampur, Gurgoan Haryana , District - Gurgaon, STATE - Haryana",Gurgaon,Haryana
235342,[""North Indian""],TRUE,0,28.41107000000000000000,77.04148100000000000000,10,Sohna road,Thali Meals And More,"Shop No 1, 2nd Floor, Sec 48, Scottish Mall, Sohna Road, Gurgaon",Gurgaon,Haryana
235342,[""North Indian""],TRUE,5,28.41107000000000000000,77.04148100000000000000,9,Sohna road,Thali Meals And More,"Shop No 1, 2nd Floor, Sec 48, Scottish Mall, Sohna Road, Gurgaon",Gurgaon,Haryana
246984,"[""North Indian"",""Tandoor"",""Chinese"",""Biryani"",""Thalis"",""Mughlai""]",TRUE,0,28.41218200000000000000,77.04960500000000000000,10,Sector 66,Tandoor Pitara,"C/o Oyo Town House S1/09,Uppal Southend,Near Sapphire Mall, Sector-49, in front of Kangaroo kids school, Gurgaon(Haryana) 122018",Gurgaon,Haryana
